Usage_Id,Customer_Id,Event_Date,Feature_Name,Login_Count,Session_Minutes
USG_700184,CUST_2007,2025-11-10,Team_Invite,1,85.97
USG_700185,CUST_2007,2025-07-06,Api_Post,3,16.49
USG_700186,CUST_2007,2025-08-15,Export_Csv,6,74.43
USG_700187,CUST_2007,2025-11-25,Api_Post,6,22.18
USG_700188,CUST_2007,2025-12-16,Unknown,4,97.35
USG_700189,CUST_2007,2025-10-22,Team_Invite,3,9.53
USG_700190,CUST_2007,2025-02-12,Billing_Edit,7,71.51
USG_700191,CUST_2007,2025-11-30,Team_Invite,1,73.14
USG_700192,CUST_2007,2025-04-30,Api_Post,3,103.96
USG_700193,CUST_2007,2025-07-20,Api_Post,8,8.37
USG_700194,CUST_2007,2025-07-09,Dashboard_View,1,104.54
USG_700195,CUST_2007,2025-01-20,Team_Invite,5,118.85
USG_700196,CUST_2007,2025-03-15,Api_Post,3,35.45
USG_700197,CUST_2007,2025-04-12,Dashboard_View,3,89.85
USG_700198,CUST_2007,2025-05-20,Dashboard_View,1,39.15
USG_700199,CUST_2007,2025-12-16,Team_Invite,8,21.97
USG_700200,CUST_2007,2025-08-07,Api_Post,5,58.63
USG_700201,CUST_2007,2025-12-01,Dashboard_View,1,77.05
USG_700202,CUST_2007,2025-04-24,Team_Invite,2,112.12
USG_700203,CUST_2007,2025-02-16,Billing_Edit,7,32.12
USG_700204,CUST_2007,2025-04-21,Billing_Edit,4,13.05
USG_700205,CUST_2007,2025-09-04,Export_Csv,1,86.75
USG_700206,CUST_2007,2025-01-22,Billing_Edit,6,98.67
USG_700207,CUST_2007,2025-07-24,Api_Post,8,108.94
USG_700208,CUST_2007,2025-04-27,Dashboard_View,6,103.74
USG_700209,CUST_2007,2025-12-05,Dashboard_View,7,82.01
USG_700210,CUST_2008,2025-11-10,Team_Invite,4,31.4
USG_700211,CUST_2008,2025-03-19,Api_Post,1,104.45
USG_700212,CUST_2008,2025-01-15,Team_Invite,5,64.81
USG_700213,CUST_2008,2025-04-22,Export_Csv,1,90.77
USG_700214,CUST_2008,2025-06-02,Api_Post,2,78.24
USG_700215,CUST_2008,2025-09-23,Team_Invite,7,9.43
USG_700216,CUST_2008,2025-08-23,Export_Csv,6,31.04
USG_700217,CUST_2008,2025-04-27,Export_Csv,2,84.23
USG_700218,CUST_2008,2025-08-18,Team_Invite,7,60.05
USG_700219,CUST_2008,2025-02-04,Dashboard_View,4,81.48
USG_700220,CUST_2008,2025-02-25,Team_Invite,7,83.72
USG_700221,CUST_2008,2025-11-10,Billing_Edit,8,44.88
USG_700222,CUST_2008,2025-04-07,Unknown,1,51.22
USG_700223,CUST_2008,2025-10-27,Export_Csv,5,80.76
USG_700224,CUST_2008,2025-03-08,Dashboard_View,1,105.73
USG_700225,CUST_2008,2025-04-27,Team_Invite,5,118.38
USG_700226,CUST_2008,2025-09-25,Dashboard_View,4,54.87
USG_700227,CUST_2008,2025-10-28,Team_Invite,5,99.78
USG_700228,CUST_2008,2025-09-04,Billing_Edit,4,60.84
USG_700229,CUST_2008,2025-05-07,Api_Post,5,105.02
USG_700230,CUST_2008,2025-10-14,Dashboard_View,5,85.24
USG_700231,CUST_2008,2025-12-16,Billing_Edit,3,5.11
USG_700232,CUST_2008,2025-06-28,Billing_Edit,6,68.82
USG_700233,CUST_2008,2025-03-02,Dashboard_View,7,114.94
USG_700234,CUST_2009,2025-08-05,Dashboard_View,4,47.59
USG_700235,CUST_2009,2025-07-07,Team_Invite,7,38.99
USG_700236,CUST_2009,2025-11-14,Export_Csv,8,56.45
USG_700237,CUST_2009,2025-04-05,Dashboard_View,2,42.52
USG_700238,CUST_2009,2025-01-06,Dashboard_View,7,84.2
USG_700239,CUST_2009,2025-08-29,Export_Csv,3,74.63
USG_700240,CUST_2009,2025-11-30,Export_Csv,2,104.68
USG_700241,CUST_2009,2025-01-20,Api_Post,8,110.26
USG_700242,CUST_2009,2025-07-30,Export_Csv,1,96.79
USG_700243,CUST_2009,2025-01-11,Billing_Edit,6,68.29
USG_700244,CUST_2009,2025-09-16,Api_Post,6,62.68
USG_700245,CUST_2009,2025-01-03,Export_Csv,2,113.49
USG_700246,CUST_2009,2025-06-25,Team_Invite,1,87.93
USG_700247,CUST_2009,2025-11-19,Api_Post,3,33.26
USG_700248,CUST_2009,2025-05-28,Team_Invite,1,106.68
USG_700249,CUST_2010,2025-02-20,Team_Invite,6,37.56
USG_700250,CUST_2010,2025-08-30,Api_Post,3,103.44
USG_700251,CUST_2010,2025-07-11,Team_Invite,4,88.61
USG_700252,CUST_2010,2025-10-28,Team_Invite,7,46.07
USG_700253,CUST_2010,2025-04-29,Dashboard_View,1,26.21
USG_700254,CUST_2010,2025-02-06,Api_Post,5,114.93
USG_700255,CUST_2010,2025-09-03,Unknown,6,49.11
USG_700256,CUST_2010,2025-11-18,Billing_Edit,4,98.3
USG_700257,CUST_2010,2025-11-01,Export_Csv,5,63.53
USG_700258,CUST_2010,2025-08-18,Team_Invite,8,62.38
USG_700259,CUST_2010,2025-10-29,Api_Post,6,73.88
USG_700260,CUST_2010,2025-06-04,Api_Post,4,18.1
USG_700261,CUST_2010,2025-07-31,Export_Csv,1,30.74
USG_700262,CUST_2010,2025-05-24,Team_Invite,2,54.49
USG_700263,CUST_2010,2025-11-06,Api_Post,8,118.45
USG_700264,CUST_2010,2025-11-07,Dashboard_View,3,108.91
USG_700265,CUST_2010,2025-12-01,Dashboard_View,6,55.39
USG_700266,CUST_2010,2025-10-14,Billing_Edit,7,83.33
USG_700267,CUST_2010,2025-01-23,Api_Post,6,72.56
USG_700268,CUST_2010,2025-07-16,Team_Invite,6,60.65
USG_700269,CUST_2010,2025-01-28,Export_Csv,3,68.46
USG_700270,CUST_2010,2025-07-23,Api_Post,2,28.64
USG_700271,CUST_2010,2025-05-25,Billing_Edit,5,40.01
USG_700272,CUST_2010,2025-06-06,Api_Post,2,31.29
USG_700273,CUST_2010,2025-04-17,Team_Invite,7,7.3
USG_700274,CUST_2010,2025-03-16,Team_Invite,2,38.97
USG_700275,CUST_2010,2025-09-30,Export_Csv,6,52.54
USG_700276,CUST_2011,2025-12-12,Export_Csv,5,116.11
USG_700277,CUST_2011,2025-04-18,Billing_Edit,1,106.78
USG_700278,CUST_2011,2025-10-27,Team_Invite,5,5.33
USG_700279,CUST_2011,2025-09-30,Billing_Edit,3,7.47
USG_700280,CUST_2011,2025-10-04,Export_Csv,8,37.76
USG_700281,CUST_2011,2025-02-24,Team_Invite,7,13.88
USG_700282,CUST_2011,2025-01-03,Billing_Edit,8,66.84
USG_700283,CUST_2011,2025-02-27,Billing_Edit,4,91.74
USG_700284,CUST_2011,2025-11-28,Dashboard_View,3,74.21
USG_700285,CUST_2011,2025-12-02,Team_Invite,6,84.64
USG_700286,CUST_2011,2025-02-25,Export_Csv,4,50.24
USG_700287,CUST_2011,2025-07-07,Api_Post,1,110.78
USG_700288,CUST_2011,2025-09-02,Dashboard_View,8,36.28
USG_700289,CUST_2011,2025-11-27,Export_Csv,3,82.46
USG_700290,CUST_2011,2025-09-03,Dashboard_View,2,9.71
USG_700291,CUST_2011,2025-02-04,Api_Post,7,52.26
USG_700292,CUST_2011,2025-03-10,Unknown,1,30.9
USG_700293,CUST_2011,2025-03-08,Billing_Edit,3,84.18
USG_700294,CUST_2011,2025-01-22,Dashboard_View,3,41.37
USG_700295,CUST_2011,2025-07-10,Unknown,4,5.89
USG_700296,CUST_2011,2025-05-30,Dashboard_View,6,118.85
USG_700297,CUST_2011,2025-09-24,Billing_Edit,2,56.03
USG_700298,CUST_2012,2025-05-18,Billing_Edit,2,21.1
USG_700299,CUST_2012,2025-04-30,Export_Csv,4,11.53
USG_700300,CUST_2012,2025-08-08,Team_Invite,5,20.08
USG_700301,CUST_2012,2025-08-29,Export_Csv,7,35.61
USG_700302,CUST_2012,2025-08-18,Api_Post,2,17.09
USG_700303,CUST_2012,2025-05-18,Api_Post,6,74.75
USG_700304,CUST_2012,2025-06-12,Export_Csv,6,70.06
USG_700305,CUST_2012,2025-09-19,Dashboard_View,2,76.9
USG_700306,CUST_2012,2025-11-29,Api_Post,8,31.95
USG_700307,CUST_2012,2025-05-21,Api_Post,8,27.33
USG_700308,CUST_2012,2025-10-01,Export_Csv,6,31.18
USG_700309,CUST_2012,2025-08-07,Export_Csv,2,6.88
USG_700310,CUST_2012,2025-06-15,Api_Post,8,7.66
USG_700311,CUST_2012,2025-07-07,Team_Invite,3,89.83
USG_700312,CUST_2012,2025-03-30,Dashboard_View,7,36.89
USG_700313,CUST_2012,2025-07-29,Export_Csv,4,49.77
USG_700314,CUST_2012,2025-08-29,Dashboard_View,3,68.46
USG_700315,CUST_2012,2025-04-21,Billing_Edit,8,119.86
USG_700316,CUST_2013,2025-01-26,Dashboard_View,6,19.83
USG_700317,CUST_2013,2025-01-02,Api_Post,2,115.27
USG_700318,CUST_2013,2025-03-21,Billing_Edit,7,46.71
USG_700319,CUST_2013,2025-07-26,Dashboard_View,5,20.66
USG_700320,CUST_2013,2025-09-17,Api_Post,4,52.18
USG_700321,CUST_2013,2025-01-22,Export_Csv,8,116.67
USG_700322,CUST_2013,2025-09-03,Export_Csv,1,113.55
USG_700323,CUST_2013,2025-04-15,Export_Csv,2,75.8
USG_700324,CUST_2013,2025-08-20,Api_Post,6,74.09
USG_700325,CUST_2013,2025-06-25,Api_Post,7,27.44
USG_700326,CUST_2013,2025-07-01,Billing_Edit,1,84.74
USG_700327,CUST_2013,2025-03-13,Billing_Edit,6,46.06
USG_700328,CUST_2013,2025-10-04,Api_Post,1,73.68
USG_700329,CUST_2013,2025-08-28,Dashboard_View,1,67.24
USG_700330,CUST_2013,2025-08-22,Api_Post,5,10.09
USG_700331,CUST_2013,2025-10-16,Billing_Edit,7,106.59
USG_700332,CUST_2013,2025-06-27,Billing_Edit,3,79.23
USG_700333,CUST_2013,2025-10-10,Billing_Edit,5,119.57
USG_700334,CUST_2013,2025-12-13,Export_Csv,1,18.57
USG_700335,CUST_2013,2025-02-10,Team_Invite,4,112.32
USG_700336,CUST_2014,2025-10-07,Billing_Edit,2,65.72
USG_700337,CUST_2014,2025-11-26,Export_Csv,5,25.15
USG_700338,CUST_2014,2025-04-17,Team_Invite,1,5.38
USG_700339,CUST_2014,2025-02-09,Dashboard_View,7,30.15
USG_700340,CUST_2014,2025-06-08,Team_Invite,7,47.87
USG_700341,CUST_2014,2025-03-07,Export_Csv,1,5.4
USG_700342,CUST_2014,2025-07-26,Billing_Edit,8,104.31
USG_700343,CUST_2014,2025-04-19,Team_Invite,2,20.11
USG_700344,CUST_2014,2025-03-18,Api_Post,7,91.85
USG_700345,CUST_2014,2025-10-05,Billing_Edit,4,70.76
USG_700346,CUST_2014,2025-11-05,Team_Invite,1,21.57
USG_700347,CUST_2014,2025-04-25,Team_Invite,7,24.12
USG_700348,CUST_2014,2025-01-21,Api_Post,2,68.33
USG_700349,CUST_2014,2025-07-29,Team_Invite,7,117.36
USG_700350,CUST_2015,2025-01-30,Team_Invite,6,115.37
USG_700351,CUST_2015,2025-03-15,Team_Invite,6,91.96
USG_700352,CUST_2015,2025-08-10,Export_Csv,5,45.71
USG_700353,CUST_2015,2025-10-14,Team_Invite,7,67.13
USG_700354,CUST_2015,2025-10-20,Export_Csv,5,113.17
USG_700355,CUST_2015,2025-05-24,Dashboard_View,3,39.38
USG_700356,CUST_2015,2025-01-28,Team_Invite,4,36.76
USG_700357,CUST_2015,2025-10-12,Api_Post,6,7.11
USG_700358,CUST_2015,2025-09-06,Billing_Edit,5,59.01
USG_700359,CUST_2015,2025-07-28,Billing_Edit,6,39.48
USG_700360,CUST_2015,2025-09-05,Billing_Edit,7,108.59
USG_700361,CUST_2015,2025-08-11,Export_Csv,6,49.7
USG_700362,CUST_2015,2025-03-15,Export_Csv,2,27.83
USG_700363,CUST_2015,2025-05-01,Export_Csv,6,76.57
USG_700364,CUST_2015,2025-05-30,Team_Invite,3,5.61
USG_700365,CUST_2015,2025-01-15,Dashboard_View,8,110.95
USG_700366,CUST_2015,2025-04-28,Billing_Edit,1,51.19
USG_700367,CUST_2015,2025-08-01,Dashboard_View,5,24.44
USG_700368,CUST_2015,2025-11-11,Api_Post,8,10.63
USG_700369,CUST_2015,2025-11-28,Api_Post,1,32.53
USG_700370,CUST_2015,2025-09-15,Billing_Edit,8,117.06
USG_700371,CUST_2015,2025-10-03,Api_Post,3,32.05
USG_700372,CUST_2015,2025-06-03,Billing_Edit,3,24.64
USG_700373,CUST_2015,2025-04-29,Api_Post,1,71.96
USG_700374,CUST_2015,2025-06-22,Billing_Edit,8,114.21
USG_700375,CUST_2016,2025-07-31,Api_Post,6,67.72
USG_700376,CUST_2016,2025-05-06,Team_Invite,4,51.18
USG_700377,CUST_2016,2025-04-22,Export_Csv,4,80.99
USG_700378,CUST_2016,2025-08-04,Team_Invite,8,14.41
USG_700379,CUST_2016,2025-02-13,Api_Post,6,43.43
USG_700380,CUST_2016,2025-03-24,Export_Csv,6,10.29
USG_700381,CUST_2016,2025-09-24,Export_Csv,7,101.46
USG_700382,CUST_2016,2025-05-01,Dashboard_View,7,92.59
USG_700383,CUST_2016,2025-09-05,Dashboard_View,3,100.15
USG_700384,CUST_2016,2025-10-03,Team_Invite,8,17.54
USG_700385,CUST_2016,2025-03-28,Billing_Edit,5,86.55
USG_700386,CUST_2016,2025-03-14,Billing_Edit,3,114.48
USG_700387,CUST_2016,2025-11-22,Billing_Edit,1,67.9
USG_700388,CUST_2017,2025-09-25,Billing_Edit,6,31.84
USG_700389,CUST_2017,2025-02-12,Api_Post,5,47.06
USG_700390,CUST_2017,2025-02-12,Export_Csv,6,37.17
USG_700391,CUST_2017,2025-02-19,Export_Csv,6,114.54
USG_700392,CUST_2017,2025-01-05,Api_Post,2,14.23
USG_700393,CUST_2017,2025-03-28,Api_Post,6,77.4
USG_700394,CUST_2017,2025-09-14,Dashboard_View,5,11.45
USG_700395,CUST_2017,2025-11-03,Export_Csv,4,52.34
USG_700396,CUST_2017,2025-11-20,Export_Csv,8,93.95
USG_700397,CUST_2017,2025-06-26,Api_Post,5,29.1
USG_700398,CUST_2017,2025-09-01,Api_Post,8,70.51
USG_700399,CUST_2017,2025-09-09,Team_Invite,6,115.22
USG_700400,CUST_2017,2025-03-24,Team_Invite,2,100.06
USG_700401,CUST_2017,2025-03-23,Dashboard_View,4,35.95
USG_700402,CUST_2017,2025-04-24,Api_Post,3,84.75
USG_700403,CUST_2017,2025-03-30,Team_Invite,4,81.94
USG_700404,CUST_2017,2025-05-01,Billing_Edit,7,41.6
USG_700405,CUST_2017,2025-07-29,Export_Csv,2,51.98
USG_700406,CUST_2017,2025-08-14,Team_Invite,4,78.08
USG_700407,CUST_2017,2025-04-17,Dashboard_View,6,96.54
USG_700408,CUST_2017,2025-12-06,Unknown,4,38.87
USG_700409,CUST_2017,2025-07-06,Dashboard_View,4,59.05
USG_700410,CUST_2018,2025-04-09,Billing_Edit,6,108.64
USG_700411,CUST_2018,2025-06-09,Team_Invite,7,104.46
USG_700412,CUST_2018,2025-09-28,Billing_Edit,6,16.58
USG_700413,CUST_2018,2025-08-13,Billing_Edit,4,37.23
USG_700414,CUST_2018,2025-01-30,Dashboard_View,6,81.97
USG_700415,CUST_2018,2025-10-24,Team_Invite,6,65.21
USG_700416,CUST_2018,2025-05-19,Dashboard_View,5,38.26
USG_700417,CUST_2018,2025-04-05,Export_Csv,2,99.01
USG_700418,CUST_2018,2025-04-11,Billing_Edit,1,112.54
USG_700419,CUST_2018,2025-05-07,Team_Invite,6,100.71
USG_700420,CUST_2018,2025-06-07,Dashboard_View,2,91.63
USG_700421,CUST_2018,2025-11-30,Team_Invite,1,94.64
USG_700422,CUST_2018,2025-04-26,Billing_Edit,8,82.3
USG_700423,CUST_2018,2025-10-16,Team_Invite,6,9.47
USG_700424,CUST_2018,2025-01-21,Billing_Edit,5,118.87
USG_700425,CUST_2018,2025-02-10,Api_Post,8,85.28
USG_700426,CUST_2018,2025-04-14,Dashboard_View,5,109.36
USG_700427,CUST_2018,2025-07-07,Team_Invite,8,60.11
USG_700428,CUST_2018,2025-01-08,Export_Csv,5,53.72
USG_700429,CUST_2018,2025-10-16,Dashboard_View,8,83.84
USG_700430,CUST_2018,2025-10-24,Team_Invite,5,105.72
USG_700431,CUST_2019,2025-04-22,Team_Invite,2,85.94
USG_700432,CUST_2019,2025-09-18,Dashboard_View,4,95.2
USG_700433,CUST_2019,2025-08-18,Team_Invite,5,65.31
USG_700434,CUST_2019,2025-09-09,Dashboard_View,6,40.83
USG_700435,CUST_2019,2025-01-25,Team_Invite,6,48.29
USG_700436,CUST_2019,2025-10-14,Billing_Edit,5,91.97
