Customer_Id,Signup_Date,Country,Industry,Company_Size,Segment
 CUST_2043 ,2025-09-17,Unknown,Finance,201-500,ENT
CUST_2044,2025-03-15,USA,Healthcare,unknown,ENT
CUST_2045,2025-10-22,Unknown,Healthcare,11-50,ENT
CUST_2046,2025-10-16,Canada,SaaS,201-500,ENT
CUST_2047,2025-04-12,USA,E-commerce,51-200,SMB
CUST_2048,2025-02-28,UK,E-commerce,201-500,MID
CUST_2049,2025-01-23,USA,SaaS,500+,MID
CUST_2050,2025-03-21,Unknown,Logistics,51-200,SMB
CUST_2051,2025-03-17,UK,Finance,1-10,MID
CUST_2052,2025-05-20,Canada,Logistics,unknown,SMB
CUST_2053,2025-09-09,Canada,Healthcare,51-200,ENT
CUST_2054,2025-01-15,Unknown,Healthcare,1-10,ENT
CUST_2055,2025-10-16,Unknown,Logistics,unknown,SMB
CUST_2056,2025-07-14,UK,Unknown,500+,SMB
CUST_2057,2025-10-04,UK,Finance,201-500,SMB
CUST_2058,2025-11-14,USA,SaaS,unknown,SMB
CUST_2059,2025-06-14,USA,Logistics,51-200,MID
CUST_2060,2025-10-16,USA,SaaS,51-200,SMB
CUST_2061,2025-08-01,USA,Finance,201-500,MID
CUST_2062,2025-06-11,USA,Finance,1-10,SMB
 CUST_2063 ,2025-03-08,USA,Finance,unknown,ENT
CUST_2064,2025-11-17,Canada,SaaS,201-500,ENT
CUST_2065,2025-02-13,USA,E-commerce,51-200,ENT
CUST_2066,2025-12-01,Unknown,E-commerce,unknown,SMB
CUST_2067,2025-09-10,Unknown,Unknown,51-200,MID
CUST_2068,2025-11-04,Canada,Finance,unknown,ENT
CUST_2069,2025-04-23,USA,SaaS,unknown,MID
CUST_2070,2025-07-08,USA,SaaS,201-500,MID
CUST_2071,2025-03-09,USA,Logistics,51-200,SMB
CUST_2072,2025-01-20,USA,Healthcare,500+,SMB
CUST_2073,2025-01-03,USA,Logistics,51-200,ENT
CUST_2074,2025-03-31,UK,Finance,201-500,ENT
CUST_2075,2025-03-11,Canada,E-commerce,201-500,SMB
CUST_2076,2025-11-08,UK,Healthcare,11-50,ENT
 CUST_2077 ,2025-09-28,Unknown,Unknown,500+,MID
CUST_2078,2025-12-26,USA,Healthcare,1-10,SMB
CUST_2079,2025-12-31,Unknown,E-commerce,51-200,MID
CUST_2080,2025-09-07,USA,Healthcare,500+,SMB
CUST_2081,2025-08-04,Unknown,SaaS,51-200,ENT
CUST_2082,2025-07-15,Canada,Finance,unknown,SMB
CUST_2083,2025-10-05,UK,E-commerce,1-10,SMB
CUST_2084,2025-02-03,USA,Unknown,201-500,ENT
CUST_2085,2025-08-18,UK,Logistics,51-200,MID
CUST_2086,2025-08-10,Canada,SaaS,201-500,ENT
CUST_2087,2025-09-27,Unknown,Unknown,500+,MID
CUST_2088,2025-08-03,Canada,Healthcare,201-500,SMB
CUST_2089,2025-03-27,Unknown,Unknown,201-500,SMB
CUST_2090,2025-12-06,USA,SaaS,51-200,ENT
CUST_2091,2025-09-22,USA,Unknown,unknown,SMB
CUST_2092,2025-02-05,USA,Logistics,11-50,ENT
CUST_2093,2025-12-20,USA,E-commerce,201-500,ENT
CUST_2094,2025-04-06,Unknown,Unknown,unknown,SMB
CUST_2095,2025-05-13,USA,Finance,11-50,ENT
CUST_2096,2025-02-08,Unknown,SaaS,51-200,SMB
CUST_2097,2025-04-03,UK,Healthcare,51-200,MID
CUST_2098,2025-01-23,Canada,Healthcare,201-500,SMB
CUST_2099,2025-04-09,USA,Logistics,unknown,MID
CUST_2100,2025-09-14,Canada,Logistics,11-50,ENT
CUST_2101,2025-07-02,USA,SaaS,500+,SMB
CUST_2102,2025-05-05,USA,Logistics,unknown,ENT
CUST_2103,2025-02-02,USA,SaaS,1-10,MID
CUST_2104,2025-04-19,Unknown,Healthcare,500+,ENT
CUST_2105,2025-11-25,USA,SaaS,201-500,SMB
CUST_2106,2025-09-30,USA,E-commerce,51-200,ENT
CUST_2107,2025-06-21,USA,SaaS,201-500,MID
CUST_2108,2025-03-31,Unknown,Healthcare,51-200,ENT
CUST_2109,2025-04-08,Canada,Finance,1-10,SMB
CUST_2110,2025-11-21,UK,SaaS,unknown,SMB
CUST_2111,2025-03-05,Canada,Logistics,500+,MID
CUST_2112,2025-09-24,Unknown,E-commerce,51-200,SMB
CUST_2113,2025-07-29,Unknown,Healthcare,unknown,MID
CUST_2114,2025-01-21,Canada,E-commerce,500+,MID
CUST_2115,2025-11-16,Unknown,Unknown,500+,ENT
CUST_2116,2025-03-12,Canada,SaaS,51-200,SMB
CUST_2117,2025-11-13,Unknown,SaaS,11-50,ENT
CUST_2118,2025-04-28,UK,SaaS,11-50,ENT
CUST_2119,2025-02-21,UK,SaaS,500+,MID
CUST_2120,2025-08-08,Canada,Finance,500+,ENT
CUST_2121,2025-07-22,Canada,SaaS,1-10,ENT
CUST_2122,2025-08-20,Unknown,Unknown,unknown,ENT
CUST_2123,2025-02-18,Unknown,Healthcare,201-500,MID
CUST_2124,2025-03-01,USA,E-commerce,unknown,SMB
 CUST_2125 ,2025-06-17,Unknown,Unknown,51-200,SMB
CUST_2126,2025-11-22,Canada,E-commerce,201-500,MID
 CUST_2127 ,2025-05-04,UK,Unknown,1-10,ENT
CUST_2128,2025-04-04,UK,SaaS,1-10,SMB
CUST_2129,2025-07-07,Unknown,SaaS,500+,ENT
CUST_2130,2025-12-29,Unknown,Unknown,11-50,ENT
CUST_2131,2025-09-22,USA,Healthcare,51-200,SMB
CUST_2132,2025-06-03,UK,Logistics,unknown,SMB
CUST_2133,2025-08-13,USA,Logistics,201-500,ENT
CUST_2134,2025-07-12,Unknown,Healthcare,1-10,SMB
CUST_2135,2025-02-17,Canada,Finance,11-50,ENT
CUST_2136,2025-08-30,UK,E-commerce,unknown,ENT
CUST_2137,2025-10-25,Canada,SaaS,500+,MID
CUST_2138,2025-07-29,Canada,SaaS,1-10,ENT
CUST_2139,2025-02-15,USA,E-commerce,51-200,MID
CUST_2140,2025-04-27,Unknown,Healthcare,51-200,MID
CUST_2141,2025-03-09,Canada,SaaS,11-50,ENT
 CUST_2142 ,2025-08-01,Canada,Finance,unknown,ENT
CUST_2143,2025-06-29,Unknown,Unknown,500+,MID
CUST_2144,2025-03-24,USA,Logistics,500+,ENT
CUST_2145,2025-11-10,Canada,Unknown,51-200,MID
CUST_2146,2025-05-10,Unknown,Healthcare,51-200,ENT
CUST_2147,2025-04-29,Canada,Unknown,1-10,ENT
CUST_2148,2025-10-09,USA,E-commerce,11-50,SMB
CUST_2149,2025-11-30,Unknown,Healthcare,500+,SMB
CUST_2150,2025-12-19,UK,Unknown,201-500,SMB
CUST_2151,2025-09-25,Canada,SaaS,unknown,MID
CUST_2152,2025-08-21,Unknown,Healthcare,11-50,ENT
CUST_2153,2025-03-10,USA,Unknown,11-50,SMB
CUST_2154,2025-08-17,USA,Unknown,1-10,MID
CUST_2155,2025-02-06,USA,Healthcare,51-200,ENT
CUST_2156,2025-09-01,USA,E-commerce,11-50,SMB
CUST_2157,2025-08-27,USA,Unknown,11-50,MID
CUST_2158,2025-10-14,Unknown,Logistics,1-10,MID
CUST_2159,2025-08-12,Canada,Logistics,1-10,MID
CUST_2160,2025-08-30,Canada,Healthcare,51-200,SMB
CUST_2161,2025-05-01,USA,E-commerce,1-10,SMB
CUST_2162,2025-08-12,UK,SaaS,1-10,SMB
CUST_2163,2025-01-14,USA,E-commerce,unknown,MID
CUST_2164,2025-03-12,USA,Healthcare,11-50,ENT
CUST_2165,2025-05-28,UK,SaaS,11-50,ENT
CUST_2166,2025-06-16,Canada,Unknown,201-500,MID
CUST_2167,2025-04-19,UK,SaaS,unknown,ENT
CUST_2168,2025-07-02,Unknown,Logistics,201-500,SMB
CUST_2169,2025-01-10,UK,Unknown,11-50,SMB
CUST_2170,2025-04-15,Canada,Unknown,unknown,ENT
CUST_2171,2025-12-09,USA,Healthcare,11-50,ENT
CUST_2172,2025-03-10,Canada,Finance,500+,SMB
CUST_2173,2025-12-07,UK,SaaS,unknown,MID
CUST_2174,2025-05-27,Unknown,Logistics,201-500,MID
CUST_2175,2025-08-26,Unknown,Healthcare,1-10,SMB
CUST_2176,2025-07-05,Canada,E-commerce,201-500,ENT
CUST_2177,2025-03-31,USA,Unknown,unknown,ENT
CUST_2178,2025-10-15,UK,Unknown,1-10,MID
CUST_2179,2025-08-01,Unknown,Logistics,500+,SMB
CUST_2180,2025-12-12,UK,Finance,1-10,ENT
 CUST_2181 ,2025-06-05,Unknown,E-commerce,500+,SMB
CUST_2182,2025-08-29,Unknown,Logistics,201-500,ENT
 CUST_2183 ,2025-08-11,Canada,Healthcare,1-10,SMB
CUST_2184,2025-10-29,USA,Logistics,51-200,SMB
CUST_2185,2025-08-20,USA,Logistics,500+,SMB
CUST_2186,2025-06-26,Canada,Unknown,11-50,MID
CUST_2187,2025-11-04,UK,SaaS,unknown,MID
CUST_2188,2025-06-24,Canada,Healthcare,500+,MID
CUST_2189,2025-10-31,Unknown,Healthcare,500+,SMB
CUST_2190,2025-08-20,USA,Logistics,201-500,ENT
CUST_2191,2025-12-02,Unknown,Finance,201-500,SMB
CUST_2192,2025-01-01,USA,Logistics,201-500,SMB
CUST_2193,2025-08-17,Unknown,SaaS,51-200,MID
CUST_2194,2025-12-26,USA,SaaS,500+,ENT
CUST_2195,2025-09-29,Unknown,Finance,500+,MID
CUST_2196,2025-10-23,USA,Logistics,11-50,MID
CUST_2197,2025-05-23,USA,Finance,201-500,MID
CUST_2198,2025-05-31,UK,Healthcare,1-10,MID
CUST_2199,2025-09-28,USA,Logistics,51-200,MID
CUST_2200,2025-05-01,USA,Finance,11-50,ENT
CUST_2201,2025-03-27,Unknown,Finance,201-500,ENT
CUST_2202,2025-01-10,Canada,Unknown,201-500,ENT
CUST_2203,2025-08-16,USA,Healthcare,unknown,ENT
CUST_2204,2025-04-21,USA,SaaS,1-10,SMB
CUST_2205,2025-04-15,UK,Healthcare,1-10,MID
CUST_2206,2025-02-04,USA,E-commerce,51-200,SMB
CUST_2207,2025-11-07,Unknown,Healthcare,500+,ENT
CUST_2208,2025-01-26,Unknown,Healthcare,201-500,SMB
CUST_2209,2025-11-05,UK,Logistics,201-500,MID
CUST_2210,2025-04-04,USA,Finance,201-500,MID
CUST_2211,2025-05-30,Unknown,Unknown,500+,SMB
CUST_2212,2025-07-29,USA,Logistics,11-50,ENT
CUST_2213,2025-09-22,Canada,SaaS,unknown,ENT
CUST_2214,2025-03-21,USA,Finance,51-200,SMB
CUST_2215,2025-06-26,USA,Logistics,500+,SMB
CUST_2216,2025-08-06,Unknown,Unknown,11-50,ENT
CUST_2217,2025-01-20,USA,E-commerce,500+,SMB
CUST_2218,2025-10-20,Canada,Finance,unknown,MID
CUST_2219,2025-03-19,Canada,Logistics,51-200,SMB
CUST_2220,2025-06-13,USA,Unknown,51-200,SMB
CUST_2221,2025-10-29,UK,SaaS,500+,ENT
CUST_2222,2025-12-01,USA,SaaS,unknown,ENT
 CUST_2223 ,2025-06-28,USA,SaaS,unknown,SMB
CUST_2224,2025-01-27,USA,Healthcare,unknown,MID
CUST_2225,2025-11-04,USA,Logistics,500+,ENT
CUST_2226,2025-01-10,USA,Healthcare,1-10,ENT
CUST_2227,2025-10-06,USA,E-commerce,51-200,SMB
CUST_2228,2025-12-16,UK,Healthcare,201-500,ENT
CUST_2229,2025-08-12,Unknown,Logistics,1-10,SMB
CUST_2230,2025-12-14,Canada,E-commerce,1-10,MID
CUST_2231,2025-01-10,Unknown,E-commerce,unknown,MID
CUST_2232,2025-06-19,Canada,E-commerce,51-200,MID
CUST_2233,2025-05-10,USA,Logistics,500+,SMB
CUST_2234,2025-11-08,UK,Unknown,201-500,SMB
CUST_2235,2025-03-07,Canada,Healthcare,1-10,SMB
CUST_2236,2025-11-23,Canada,Unknown,500+,MID
CUST_2237,2025-07-21,Unknown,SaaS,500+,ENT
CUST_2238,2025-01-05,UK,SaaS,201-500,SMB
CUST_2239,2025-06-30,UK,Finance,unknown,ENT
CUST_2240,2025-12-08,UK,Healthcare,201-500,ENT
CUST_2241,2025-05-21,Unknown,E-commerce,unknown,MID
CUST_2242,2025-02-23,UK,Unknown,1-10,ENT
CUST_2243,2025-02-13,Unknown,SaaS,201-500,SMB
CUST_2244,2025-12-17,Unknown,Logistics,51-200,ENT
CUST_2245,2025-08-20,Unknown,SaaS,51-200,MID
CUST_2246,2025-02-16,USA,E-commerce,500+,MID
CUST_2247,2025-10-16,Canada,Healthcare,500+,ENT
CUST_2248,2025-03-11,USA,Finance,11-50,SMB
CUST_2249,2025-05-18,Canada,E-commerce,11-50,MID
CUST_2250,2025-09-10,Canada,Finance,500+,SMB
CUST_2251,2025-08-08,USA,Healthcare,201-500,SMB
CUST_2252,2025-04-21,Canada,Unknown,500+,ENT
CUST_2253,2025-11-15,UK,SaaS,51-200,SMB
CUST_2254,2025-02-02,USA,SaaS,unknown,SMB
CUST_2255,2025-01-20,Canada,Finance,unknown,SMB
CUST_2256,2025-02-22,UK,Logistics,201-500,MID
CUST_2257,2025-03-30,USA,Finance,51-200,SMB
CUST_2258,2025-09-08,Unknown,Finance,500+,MID
CUST_2259,2025-06-12,USA,Finance,1-10,ENT
CUST_2260,2025-01-05,USA,E-commerce,201-500,SMB
CUST_2261,2025-09-06,Canada,Unknown,1-10,SMB
CUST_2262,2025-11-12,Canada,Unknown,1-10,MID
CUST_2263,2025-09-27,Unknown,Healthcare,201-500,SMB
CUST_2264,2025-02-16,USA,Finance,11-50,ENT
CUST_2265,2025-01-23,UK,SaaS,201-500,SMB
CUST_2266,2025-10-30,Canada,Finance,201-500,ENT
CUST_2267,2025-08-26,UK,SaaS,201-500,ENT
CUST_2268,2025-10-27,UK,Healthcare,unknown,ENT
CUST_2269,2025-09-06,Unknown,E-commerce,51-200,SMB
CUST_2270,2025-05-06,UK,Logistics,201-500,MID
CUST_2271,2025-10-13,UK,Healthcare,unknown,ENT
CUST_2272,2025-11-03,USA,SaaS,500+,MID
CUST_2273,2025-03-16,UK,Finance,500+,SMB
 CUST_2274 ,2025-04-04,UK,Logistics,500+,MID
CUST_2275,2025-12-05,USA,Unknown,51-200,MID
CUST_2276,2025-02-08,Unknown,Logistics,201-500,ENT
CUST_2277,2025-03-06,Canada,E-commerce,unknown,MID
CUST_2278,2025-10-05,Canada,SaaS,1-10,MID
CUST_2279,2025-06-20,Canada,SaaS,201-500,SMB
CUST_2280,2025-04-16,Unknown,Finance,500+,SMB
CUST_2281,2025-03-02,UK,Logistics,500+,SMB
CUST_2282,2025-11-15,Canada,E-commerce,51-200,MID
CUST_2283,2025-03-23,UK,Finance,11-50,SMB
 CUST_2284 ,2025-03-05,UK,Healthcare,1-10,ENT
CUST_2285,2025-08-27,Unknown,E-commerce,1-10,ENT
CUST_2286,2025-10-26,Unknown,Unknown,500+,SMB
CUST_2287,2025-11-22,USA,E-commerce,11-50,SMB
CUST_2288,2025-10-03,USA,Finance,1-10,ENT
CUST_2289,2025-06-02,Canada,Finance,11-50,MID
CUST_2290,2025-04-01,Unknown,Unknown,1-10,MID
CUST_2291,2025-06-17,Canada,Logistics,unknown,MID
CUST_2292,2025-04-17,USA,E-commerce,51-200,SMB
CUST_2293,2025-07-13,Unknown,Healthcare,500+,MID
CUST_2294,2025-05-03,USA,E-commerce,500+,MID
CUST_2295,2025-07-13,Unknown,Unknown,unknown,SMB
CUST_2296,2025-01-25,UK,Finance,11-50,MID
CUST_2297,2025-05-04,Unknown,Logistics,500+,SMB
CUST_2298,2025-01-10,USA,Unknown,51-200,SMB
CUST_2299,2025-11-23,UK,E-commerce,201-500,SMB
CUST_2300,2025-04-04,USA,Finance,51-200,ENT
CUST_2301,2025-03-05,UK,Logistics,11-50,SMB
CUST_2302,2025-11-05,USA,SaaS,500+,ENT
CUST_2303,2025-03-09,Unknown,Finance,unknown,SMB
CUST_2304,2025-05-09,Canada,Healthcare,11-50,SMB
CUST_2305,2025-06-30,UK,Unknown,1-10,MID
CUST_2306,2025-04-05,Unknown,SaaS,11-50,SMB
CUST_2307,2025-12-13,Canada,E-commerce,1-10,ENT
CUST_2308,2025-12-12,UK,Logistics,1-10,ENT
CUST_2309,2025-09-06,UK,Unknown,51-200,MID
CUST_2310,2025-08-18,USA,SaaS,11-50,MID
CUST_2311,2025-09-24,USA,Healthcare,51-200,SMB
CUST_2312,2025-08-18,Canada,Finance,201-500,MID
CUST_2313,2025-11-11,USA,Unknown,1-10,SMB
CUST_2314,2025-12-10,Canada,Finance,11-50,ENT
CUST_2315,2025-05-09,Unknown,Finance,1-10,MID
CUST_2316,2025-09-30,Canada,Finance,51-200,MID
CUST_2317,2025-04-18,Canada,Unknown,51-200,ENT
CUST_2318,2025-06-29,UK,Finance,51-200,ENT
CUST_2319,2025-06-22,Unknown,Unknown,201-500,ENT
CUST_2320,2025-04-09,Canada,SaaS,11-50,ENT
CUST_2321,2025-03-17,Unknown,Unknown,500+,MID
CUST_2322,2025-10-04,Unknown,Finance,unknown,ENT
CUST_2323,2025-10-01,USA,E-commerce,201-500,ENT
 CUST_2324 ,2025-01-11,USA,E-commerce,11-50,ENT
CUST_2325,2025-08-02,USA,Unknown,unknown,MID
CUST_2326,2025-09-30,UK,Finance,11-50,MID
CUST_2327,2025-11-22,UK,SaaS,11-50,MID
CUST_2328,2025-11-17,USA,Finance,1-10,ENT
CUST_2329,2025-07-22,Unknown,SaaS,11-50,MID
CUST_2330,2025-11-29,USA,Healthcare,unknown,ENT
CUST_2331,2025-10-15,UK,E-commerce,51-200,MID
CUST_2332,2025-05-17,Unknown,E-commerce,11-50,SMB
CUST_2333,2025-03-29,Canada,Healthcare,500+,ENT
CUST_2334,2025-09-14,Unknown,SaaS,51-200,ENT
CUST_2335,2025-06-22,Canada,Logistics,1-10,SMB
CUST_2336,2025-05-12,USA,Finance,201-500,SMB
CUST_2337,2025-05-31,UK,SaaS,500+,MID
CUST_2338,2025-06-06,Unknown,Finance,51-200,ENT
CUST_2339,2025-11-23,UK,Unknown,1-10,ENT
 CUST_2340 ,2025-08-17,Unknown,SaaS,unknown,SMB
CUST_2341,2025-11-05,Unknown,Logistics,201-500,ENT
CUST_2342,2025-03-19,USA,Finance,unknown,ENT
CUST_2343,2025-12-11,USA,Logistics,11-50,SMB
CUST_2344,2025-08-30,Canada,Healthcare,51-200,ENT
CUST_2345,2025-09-06,USA,Unknown,51-200,SMB
CUST_2346,2025-03-19,UK,E-commerce,51-200,MID
CUST_2347,2025-09-17,USA,Logistics,11-50,MID
CUST_2348,2025-02-05,Canada,Finance,11-50,MID
CUST_2349,2025-12-10,Canada,E-commerce,500+,ENT
 CUST_2350 ,2025-11-10,Unknown,Finance,1-10,SMB
CUST_2351,2025-04-16,USA,Unknown,51-200,ENT
CUST_2352,2025-08-27,USA,E-commerce,1-10,SMB
CUST_2353,2025-08-06,USA,E-commerce,1-10,SMB
CUST_2354,2025-05-13,USA,E-commerce,11-50,SMB
 CUST_2355 ,2025-07-11,Unknown,Finance,11-50,SMB
CUST_2356,2025-12-18,Unknown,E-commerce,201-500,ENT
CUST_2357,2025-04-17,USA,E-commerce,unknown,MID
CUST_2358,2025-08-23,USA,SaaS,201-500,SMB
CUST_2359,2025-10-15,USA,Finance,11-50,SMB
CUST_2360,2025-12-11,UK,Finance,1-10,MID
 CUST_2361 ,2025-07-09,UK,Finance,1-10,MID
CUST_2362,2025-12-23,UK,E-commerce,1-10,MID
CUST_2363,2025-05-08,Canada,SaaS,11-50,ENT
CUST_2364,2025-01-13,USA,Finance,11-50,MID
CUST_2365,2025-08-05,Unknown,Unknown,1-10,SMB
CUST_2366,2025-09-27,Unknown,E-commerce,1-10,MID
CUST_2367,2025-07-18,USA,Logistics,unknown,ENT
CUST_2368,2025-03-24,Unknown,Finance,unknown,SMB
CUST_2369,2025-10-02,USA,Healthcare,201-500,ENT
CUST_2370,2025-02-10,Unknown,E-commerce,1-10,MID
CUST_2371,2025-11-21,USA,Healthcare,500+,ENT
CUST_2372,2025-10-26,UK,E-commerce,1-10,ENT
CUST_2373,2025-12-22,Canada,SaaS,51-200,ENT
CUST_2374,2025-05-06,USA,E-commerce,201-500,SMB
CUST_2375,2025-06-07,USA,E-commerce,201-500,MID
CUST_2376,2025-03-30,Unknown,Healthcare,51-200,ENT
CUST_2377,2025-12-22,UK,Logistics,unknown,SMB
CUST_2378,2025-02-15,USA,E-commerce,unknown,ENT
CUST_2379,2025-01-13,Canada,SaaS,11-50,ENT
CUST_2380,2025-01-12,Canada,Healthcare,500+,SMB
CUST_2381,2025-02-17,USA,Finance,500+,ENT
CUST_2382,2025-08-05,USA,Unknown,unknown,MID
CUST_2383,2025-06-08,USA,Finance,unknown,MID
CUST_2384,2025-04-16,USA,Logistics,11-50,MID
CUST_2385,2025-07-15,USA,Unknown,500+,ENT
CUST_2386,2025-09-20,USA,E-commerce,1-10,ENT
CUST_2387,2025-11-01,Unknown,Logistics,unknown,ENT
CUST_2388,2025-10-10,UK,Finance,51-200,SMB
CUST_2389,2025-02-08,Unknown,Finance,1-10,SMB
CUST_2390,2025-08-15,USA,SaaS,11-50,MID
CUST_2391,2025-07-16,Canada,Unknown,11-50,ENT
CUST_2392,2025-07-28,USA,E-commerce,201-500,ENT
 CUST_2393 ,2025-11-02,Unknown,Healthcare,1-10,ENT
CUST_2394,2025-02-04,Canada,Unknown,1-10,SMB
CUST_2395,2025-10-04,Unknown,SaaS,201-500,SMB
CUST_2396,2025-08-02,USA,Healthcare,11-50,SMB
CUST_2397,2025-03-06,Canada,Logistics,51-200,SMB
CUST_2398,2025-04-27,USA,E-commerce,51-200,MID
CUST_2399,2025-05-21,Canada,Finance,1-10,SMB
CUST_2400,2025-05-16,Canada,Finance,1-10,ENT
CUST_2401,2025-05-30,USA,E-commerce,11-50,ENT
CUST_2402,2025-11-20,USA,Unknown,unknown,MID
 CUST_2403 ,2025-07-10,USA,Healthcare,51-200,SMB
CUST_2404,2025-06-20,Canada,Finance,201-500,MID
CUST_2405,2025-11-05,USA,Logistics,500+,ENT
CUST_2406,2025-01-13,Unknown,Finance,1-10,MID
CUST_2407,2025-01-05,USA,E-commerce,1-10,SMB
CUST_2408,2025-09-08,USA,Healthcare,11-50,MID
 CUST_2409 ,2025-08-20,USA,SaaS,11-50,SMB
CUST_2410,2025-09-23,USA,Finance,51-200,ENT
CUST_2411,2025-12-31,UK,Finance,500+,SMB
CUST_2412,2025-07-30,USA,Logistics,11-50,SMB
CUST_2413,2025-07-01,Canada,Unknown,unknown,SMB
CUST_2414,2025-10-04,Canada,Healthcare,unknown,SMB
CUST_2415,2025-01-08,USA,Healthcare,11-50,SMB
CUST_2416,2025-02-02,Unknown,Unknown,unknown,MID
CUST_2417,2025-12-30,Unknown,E-commerce,201-500,MID
 CUST_2418 ,2025-08-18,USA,SaaS,51-200,SMB
CUST_2419,2025-04-02,Canada,Logistics,unknown,MID
CUST_2420,2025-08-18,USA,SaaS,11-50,MID
CUST_2421,2025-01-28,USA,Unknown,unknown,SMB
CUST_2422,2025-10-01,Unknown,SaaS,51-200,ENT
CUST_2423,2025-09-14,Canada,E-commerce,1-10,MID
CUST_2424,2025-12-13,Unknown,Finance,11-50,ENT
CUST_2425,2025-10-29,USA,Unknown,51-200,MID
 CUST_2426 ,2025-05-26,Canada,SaaS,201-500,SMB
CUST_2427,2025-03-05,USA,SaaS,201-500,MID
CUST_2428,2025-09-06,UK,Healthcare,500+,MID
CUST_2429,2025-05-08,USA,E-commerce,500+,MID
CUST_2430,2025-09-29,USA,Logistics,500+,MID
CUST_2431,2025-09-12,UK,E-commerce,500+,MID
CUST_2432,2025-04-07,USA,Healthcare,201-500,SMB
 CUST_2433 ,2025-05-18,Canada,Logistics,11-50,SMB
CUST_2434,2025-10-17,Canada,Unknown,1-10,MID
CUST_2435,2025-03-17,Unknown,Logistics,201-500,MID
 CUST_2436 ,2025-07-03,UK,Logistics,1-10,MID
CUST_2437,2025-12-17,USA,Finance,unknown,SMB
CUST_2438,2025-12-14,USA,Healthcare,1-10,ENT
CUST_2439,2025-04-20,Unknown,E-commerce,500+,MID
CUST_2440,2025-12-14,Unknown,Finance,1-10,SMB
 CUST_2441 ,2025-04-20,Unknown,Logistics,201-500,MID
CUST_2442,2025-04-13,USA,Healthcare,500+,SMB
CUST_2443,2025-08-24,USA,E-commerce,1-10,SMB
CUST_2444,2025-02-04,Canada,Logistics,11-50,ENT
CUST_2445,2025-01-04,UK,Healthcare,201-500,ENT
CUST_2446,2025-02-11,Canada,Unknown,11-50,MID
CUST_2447,2025-04-30,UK,Finance,201-500,MID
CUST_2448,2025-12-24,Canada,SaaS,11-50,SMB
CUST_2449,2025-09-02,USA,E-commerce,unknown,MID
CUST_2450,2025-05-17,Unknown,Logistics,11-50,SMB
CUST_2451,2025-10-18,Canada,Healthcare,51-200,MID
CUST_2452,2025-08-29,Canada,E-commerce,11-50,ENT
CUST_2453,2025-05-31,USA,Finance,500+,ENT
CUST_2454,2025-10-04,UK,Healthcare,11-50,SMB
