subscription_id,customer_id,plan_id,start_date,end_date,status
SUB_30134,CUST_2134,p_ent,2025-07-14,,ACT
SUB_30135,CUST_2135,p_pro,2025-02-19,,active_plan
SUB_30136,CUST_2136,P_PRO ,2025-09-01,,ACT
SUB_30137,CUST_2137,p_ent,2025-10-27,2025-12-06,cancelled
SUB_30138,CUST_2138,p_pro,2025-07-31,,ACT
SUB_30139,CUST_2139,p_pro,2025-02-17,2025-07-20,cancelled
SUB_30140,CUST_2140,p_basic,2025-04-28,,active
SUB_30141,CUST_2141,p_ent,2025-03-10,2025-05-30,canceled
SUB_30142,CUST_2142,p_pro,2025-08-02,,active
SUB_30143,CUST_2143,P_PRO ,2025-06-29,,ACT
SUB_30144,CUST_2144,p_basic,2025-03-26,,active_plan
SUB_30145,CUST_2145,p_ent,2025-11-12,,ACT
SUB_30146,CUST_2146,p_pro,2025-05-12,2025-09-15,churned
SUB_30147,CUST_2147,P_PRO ,2025-05-01,,active_plan
SUB_30148,CUST_2148,p_basic,2025-10-09,2026-02-21,churned
SUB_30149,CUST_2149,p_ent,2025-11-30,,ACT
SUB_30150,CUST_2150,P_PRO ,2025-12-19,,active_plan
SUB_30151,CUST_2151,P_PRO ,2025-09-27,,active_plan
SUB_30152,CUST_2152,p_pro,2025-08-23,,active_plan
SUB_30153,CUST_2153,p_pro,2025-03-11,,active_plan
SUB_30154,CUST_2154,p_basic,2025-08-18,,ACT
SUB_30155,CUST_2155,p_basic,2025-02-06,,ACT
SUB_30156,CUST_2156,p_ent,2025-09-03,,active
SUB_30157,CUST_2157,p_basic,2025-08-29,,ACT
SUB_30158,CUST_2158,p_basic,2025-10-16,,active_plan
SUB_30159,CUST_2159,P_PRO ,2025-08-12,,active_plan
SUB_30160,CUST_2160,p_pro,2025-09-01,2026-02-08,canceled
SUB_30161,CUST_2161,p_basic,2025-05-01,,active_plan
SUB_30162,CUST_2162,p_basic,2025-08-13,,active
SUB_30163,CUST_2163,P_PRO ,2025-01-15,2025-07-10,canceled
SUB_30164,CUST_2164,p_ent,2025-03-14,2025-07-23,cancelled
SUB_30165,CUST_2165,p_basic,2025-05-29,,active
SUB_30166,CUST_2166,p_pro,2025-06-18,2025-08-26,cancelled
SUB_30167,CUST_2167,P_PRO ,2025-04-21,2025-05-25,canceled
SUB_30168,CUST_2168,p_pro,2025-07-03,,active
SUB_30169,CUST_2169,P_PRO ,2025-01-11,2025-08-29,churned
SUB_30170,CUST_2170,P_PRO ,2025-04-16,2025-09-05,canceled
SUB_30171,CUST_2171,P_PRO ,2025-12-09,,ACT
SUB_30172,CUST_2172,P_PRO ,2025-03-11,,ACT
SUB_30173,CUST_2173,p_ent,2025-12-09,,ACT
SUB_30174,CUST_2174,p_pro,2025-05-27,2026-01-16,cancelled
SUB_30175,CUST_2175,p_pro,2025-08-26,,active_plan
SUB_30176,CUST_2176,P_PRO ,2025-07-07,,active_plan
SUB_30177,CUST_2177,p_ent,2025-04-01,2025-10-24,cancelled
SUB_30178,CUST_2178,P_PRO ,2025-10-15,,active_plan
SUB_30179,CUST_2179,p_pro,2025-08-03,,active_plan
SUB_30180,CUST_2180,p_basic,2025-12-14,,active
SUB_30181,CUST_2181,p_pro,2025-06-06,2025-05-29,churned
SUB_30182,CUST_2182,p_ent,2025-08-29,,ACT
SUB_30183,CUST_2183,p_ent,2025-08-13,2025-10-13,churned
SUB_30184,CUST_2184,p_ent,2025-10-31,,ACT
SUB_30185,CUST_2185,p_basic,2025-08-22,,ACT
SUB_30186,CUST_2186,p_ent,2025-06-26,,active
SUB_30187,CUST_2187,P_PRO ,2025-11-06,,active
SUB_30188,CUST_2188,P_PRO ,2025-06-26,2026-01-13,canceled
SUB_30189,CUST_2189,p_basic,2025-10-31,,active
SUB_30190,CUST_2190,P_PRO ,2025-08-21,,active_plan
SUB_30191,CUST_2191,p_pro,2025-12-02,2026-01-30,canceled
SUB_30192,CUST_2192,P_PRO ,2025-01-02,,active
SUB_30193,CUST_2193,p_pro,2025-08-18,,ACT
SUB_30194,CUST_2194,p_basic,2025-12-27,2026-06-01,churned
SUB_30195,CUST_2195,p_pro,2025-09-29,2025-11-22,canceled
SUB_30196,CUST_2196,P_PRO ,2025-10-24,2026-03-20,canceled
SUB_30197,CUST_2197,P_PRO ,2025-05-25,2025-06-27,cancelled
SUB_30198,CUST_2198,p_basic,2025-05-31,2025-09-23,canceled
SUB_30199,CUST_2199,p_basic,2025-09-30,,active
SUB_30200,CUST_2200,p_basic,2025-05-02,,active_plan
SUB_30201,CUST_2201,p_ent,2025-03-29,2025-06-15,canceled
SUB_30202,CUST_2202,p_basic,2025-01-11,,ACT
SUB_30203,CUST_2203,p_pro,2025-08-18,2026-04-05,canceled
SUB_30204,CUST_2204,p_pro,2025-04-22,2025-08-25,churned
SUB_30205,CUST_2205,p_basic,2025-04-16,,active_plan
SUB_30206,CUST_2206,p_pro,2025-02-04,,active
SUB_30207,CUST_2207,p_ent,2025-11-09,,ACT
SUB_30208,CUST_2208,p_ent,2025-01-26,,ACT
SUB_30209,CUST_2209,p_pro,2025-11-05,,active_plan
SUB_30210,CUST_2210,p_basic,2025-04-05,,active_plan
SUB_30211,CUST_2211,p_ent,2025-05-30,2025-10-23,churned
SUB_30212,CUST_2212,p_ent,2025-07-30,,ACT
SUB_30213,CUST_2213,p_pro,2025-09-24,2026-01-30,cancelled
SUB_30214,CUST_2214,p_ent,2025-03-22,,active
SUB_30215,CUST_2215,p_basic,2025-06-26,,ACT
SUB_30216,CUST_2216,p_ent,2025-08-07,,active_plan
SUB_30217,CUST_2217,p_basic,2025-01-21,,active_plan
SUB_30218,CUST_2218,p_ent,2025-10-21,,active_plan
SUB_30219,CUST_2219,p_basic,2025-03-21,,ACT
SUB_30220,CUST_2220,P_PRO ,2025-06-14,,active
SUB_30221,CUST_2221,P_PRO ,2025-10-30,,ACT
SUB_30222,CUST_2222,p_basic,2025-12-03,,ACT
SUB_30223,CUST_2223,P_PRO ,2025-06-29,,active
SUB_30224,CUST_2224,p_pro,2025-01-27,2025-08-30,canceled
SUB_30225,CUST_2225,p_basic,2025-11-04,,active
SUB_30226,CUST_2226,p_ent,2025-01-12,,active_plan
SUB_30227,CUST_2227,p_ent,2025-10-06,,ACT
SUB_30228,CUST_2228,P_PRO ,2025-12-18,,ACT
SUB_30229,CUST_2229,p_ent,2025-08-13,,active_plan
SUB_30230,CUST_2230,p_pro,2025-12-16,,ACT
SUB_30231,CUST_2231,p_pro,2025-01-12,,active_plan
SUB_30232,CUST_2232,P_PRO ,2025-06-20,,active_plan
SUB_30233,CUST_2233,P_PRO ,2025-05-12,2025-08-19,canceled
SUB_30234,CUST_2234,p_basic,2025-11-08,,active
SUB_30235,CUST_2235,p_pro,2025-03-07,,active_plan
SUB_30236,CUST_2236,p_pro,2025-11-24,2026-06-21,canceled
SUB_30237,CUST_2237,P_PRO ,2025-07-22,,active_plan
SUB_30238,CUST_2238,p_basic,2025-01-05,,active
SUB_30239,CUST_2239,p_ent,2025-07-01,,ACT
SUB_30240,CUST_2240,p_basic,2025-12-10,,ACT
SUB_30241,CUST_2241,p_pro,2025-05-23,,active
SUB_30242,CUST_2242,p_basic,2025-02-25,,active_plan
SUB_30243,CUST_2243,p_ent,2025-02-14,2025-06-09,cancelled
SUB_30244,CUST_2244,p_ent,2025-12-17,,active
SUB_30245,CUST_2245,p_basic,2025-08-20,2025-12-02,churned
SUB_30246,CUST_2246,p_basic,2025-02-17,,ACT
SUB_30247,CUST_2247,p_basic,2025-10-18,2025-12-10,churned
SUB_30248,CUST_2248,p_basic,2025-03-12,2025-09-09,canceled
SUB_30249,CUST_2249,P_PRO ,2025-05-20,,active_plan
SUB_30250,CUST_2250,P_PRO ,2025-09-12,,ACT
SUB_30251,CUST_2251,p_pro,2025-08-10,,active
SUB_30252,CUST_2252,P_PRO ,2025-04-23,,active_plan
SUB_30253,CUST_2253,p_ent,2025-11-17,2026-04-08,churned
SUB_30254,CUST_2254,p_basic,2025-02-02,2025-04-28,cancelled
SUB_30255,CUST_2255,P_PRO ,2025-01-22,,active
SUB_30256,CUST_2256,p_pro,2025-02-22,2025-07-18,canceled
SUB_30257,CUST_2257,p_basic,2025-03-30,,active
SUB_30258,CUST_2258,p_pro,2025-09-09,,active
SUB_30259,CUST_2259,p_ent,2025-06-13,,active
SUB_30260,CUST_2260,P_PRO ,2025-01-05,2025-05-19,churned
SUB_30261,CUST_2261,p_basic,2025-09-07,,active
SUB_30262,CUST_2262,p_pro,2025-11-13,,ACT
SUB_30263,CUST_2263,p_pro,2025-09-29,2026-05-12,canceled
SUB_30264,CUST_2264,P_PRO ,2025-02-17,,ACT
SUB_30265,CUST_2265,P_PRO ,2025-01-25,,ACT
SUB_30266,CUST_2266,P_PRO ,2025-10-30,,ACT
SUB_30267,CUST_2267,p_ent,2025-08-28,,ACT
SUB_30268,CUST_2268,p_basic,2025-10-28,,active_plan
SUB_30269,CUST_2269,p_basic,2025-09-06,,ACT
SUB_30270,CUST_2270,p_pro,2025-05-06,,active_plan
SUB_30271,CUST_2271,p_basic,2025-10-15,,active
SUB_30272,CUST_2272,p_basic,2025-11-05,,active_plan
SUB_30273,CUST_2273,P_PRO ,2025-03-17,,active
SUB_30274,CUST_2274,p_ent,2025-04-04,,active
SUB_30275,CUST_2275,P_PRO ,2025-12-06,2026-05-27,cancelled
SUB_30276,CUST_2276,p_pro,2025-02-09,,ACT
SUB_30277,CUST_2277,P_PRO ,2025-03-06,,active
SUB_30278,CUST_2278,P_PRO ,2025-10-06,2026-02-28,cancelled
SUB_30279,CUST_2279,P_PRO ,2025-06-21,2025-10-26,canceled
SUB_30280,CUST_2280,P_PRO ,2025-04-17,2025-11-19,canceled
SUB_30281,CUST_2281,p_ent,2025-03-03,,ACT
SUB_30282,CUST_2282,P_PRO ,2025-11-15,,active
SUB_30283,CUST_2283,p_basic,2025-03-24,,active
SUB_30284,CUST_2284,p_ent,2025-03-05,2025-08-17,churned
SUB_30285,CUST_2285,p_pro,2025-08-29,,ACT
SUB_30286,CUST_2286,P_PRO ,2025-10-26,2026-02-24,canceled
SUB_30287,CUST_2287,p_pro,2025-11-23,,active
SUB_30288,CUST_2288,p_ent,2025-10-03,2025-11-22,canceled
SUB_30289,CUST_2289,p_ent,2025-06-03,2025-10-19,cancelled
SUB_30290,CUST_2290,p_pro,2025-04-01,,active_plan
SUB_30291,CUST_2291,p_basic,2025-06-17,,active
SUB_30292,CUST_2292,P_PRO ,2025-04-19,2025-09-06,churned
SUB_30293,CUST_2293,p_pro,2025-07-13,,ACT
SUB_30294,CUST_2294,p_pro,2025-05-04,,active
SUB_30295,CUST_2295,p_basic,2025-07-13,,ACT
SUB_30296,CUST_2296,p_pro,2025-01-25,2025-06-25,cancelled
SUB_30297,CUST_2297,p_ent,2025-05-04,,active_plan
SUB_30298,CUST_2298,p_ent,2025-01-12,,ACT
SUB_30299,CUST_2299,P_PRO ,2025-11-24,,active
SUB_30300,CUST_2300,P_PRO ,2025-04-05,,active_plan
SUB_30301,CUST_2301,p_pro,2025-03-05,2025-05-25,churned
SUB_30302,CUST_2302,P_PRO ,2025-11-07,2026-06-11,cancelled
SUB_30303,CUST_2303,P_PRO ,2025-03-11,,active
SUB_30304,CUST_2304,p_ent,2025-05-10,2025-09-09,canceled
SUB_30305,CUST_2305,p_ent,2025-07-02,,active_plan
SUB_30306,CUST_2306,p_ent,2025-04-05,,active
SUB_30307,CUST_2307,p_basic,2025-12-15,2025-12-01,cancelled
SUB_30308,CUST_2308,p_pro,2025-12-13,2026-04-09,churned
SUB_30309,CUST_2309,p_pro,2025-09-08,,ACT
SUB_30310,CUST_2310,p_ent,2025-08-18,2025-09-20,canceled
SUB_30311,CUST_2311,p_basic,2025-09-25,2025-12-13,churned
SUB_30312,CUST_2312,P_PRO ,2025-08-18,,ACT
SUB_30313,CUST_2313,p_pro,2025-11-12,,ACT
SUB_30314,CUST_2314,p_pro,2025-12-11,,active_plan
SUB_30315,CUST_2315,p_basic,2025-05-09,2026-01-04,canceled
SUB_30316,CUST_2316,p_ent,2025-09-30,,active_plan
SUB_30317,CUST_2317,P_PRO ,2025-04-19,,active_plan
SUB_30318,CUST_2318,P_PRO ,2025-07-01,,active
SUB_30319,CUST_2319,p_ent,2025-06-24,,active
SUB_30320,CUST_2320,p_basic,2025-04-10,,active_plan
SUB_30321,CUST_2321,p_ent,2025-03-19,,ACT
SUB_30322,CUST_2322,p_ent,2025-10-05,,ACT
SUB_30323,CUST_2323,p_basic,2025-10-02,,active
SUB_30324,CUST_2324,p_basic,2025-01-13,,active
SUB_30325,CUST_2325,p_basic,2025-08-03,2026-03-08,canceled
SUB_30326,CUST_2326,p_ent,2025-10-01,,active
SUB_30327,CUST_2327,p_pro,2025-11-24,2026-04-28,canceled
SUB_30328,CUST_2328,P_PRO ,2025-11-19,2026-06-28,canceled
SUB_30329,CUST_2329,p_ent,2025-07-22,,active
SUB_30330,CUST_2330,p_pro,2025-11-30,,active_plan
SUB_30331,CUST_2331,P_PRO ,2025-10-16,,ACT
SUB_30332,CUST_2332,p_basic,2025-05-17,,ACT
SUB_30333,CUST_2333,P_PRO ,2025-03-30,2025-09-13,churned
SUB_30334,CUST_2334,p_ent,2025-09-14,,active_plan
SUB_30335,CUST_2335,p_pro,2025-06-24,,active
SUB_30336,CUST_2336,p_pro,2025-05-12,,ACT
SUB_30337,CUST_2337,p_basic,2025-06-01,2025-09-09,canceled
SUB_30338,CUST_2338,p_basic,2025-06-07,,active
SUB_30339,CUST_2339,p_pro,2025-11-23,,active_plan
SUB_30340,CUST_2340,P_PRO ,2025-08-18,2026-02-12,churned
SUB_30341,CUST_2341,p_pro,2025-11-06,,active
SUB_30342,CUST_2342,p_basic,2025-03-19,,active_plan
SUB_30343,CUST_2343,p_ent,2025-12-11,,active
SUB_30344,CUST_2344,p_pro,2025-08-31,2026-01-16,cancelled
SUB_30345,CUST_2345,p_ent,2025-09-06,,active_plan
SUB_30346,CUST_2346,p_ent,2025-03-20,,ACT
SUB_30347,CUST_2347,p_pro,2025-09-18,,ACT
SUB_30348,CUST_2348,P_PRO ,2025-02-06,,active_plan
SUB_30349,CUST_2349,p_basic,2025-12-12,,ACT
SUB_30350,CUST_2350,p_ent,2025-11-12,,active
SUB_30351,CUST_2351,p_basic,2025-04-18,,ACT
SUB_30352,CUST_2352,p_basic,2025-08-28,2025-08-09,churned
SUB_30353,CUST_2353,p_pro,2025-08-08,,active
SUB_30354,CUST_2354,P_PRO ,2025-05-13,,ACT
SUB_30355,CUST_2355,P_PRO ,2025-07-13,,active_plan
SUB_30356,CUST_2356,P_PRO ,2025-12-19,,active_plan
SUB_30357,CUST_2357,p_ent,2025-04-19,2025-11-07,cancelled
SUB_30358,CUST_2358,p_ent,2025-08-23,,active
SUB_30359,CUST_2359,p_basic,2025-10-15,,active
SUB_30360,CUST_2360,P_PRO ,2025-12-13,,active
SUB_30361,CUST_2361,p_ent,2025-07-10,,active
SUB_30362,CUST_2362,p_basic,2025-12-24,,active_plan
SUB_30363,CUST_2363,p_pro,2025-05-08,2025-07-24,cancelled
SUB_30364,CUST_2364,p_basic,2025-01-14,2025-05-30,canceled
SUB_30365,CUST_2365,P_PRO ,2025-08-06,,ACT
SUB_30366,CUST_2366,p_ent,2025-09-28,2025-11-21,canceled
SUB_30367,CUST_2367,p_basic,2025-07-19,,ACT
SUB_30368,CUST_2368,P_PRO ,2025-03-24,2025-08-28,cancelled
SUB_30369,CUST_2369,P_PRO ,2025-10-02,,ACT
SUB_30370,CUST_2370,p_pro,2025-02-12,,ACT
SUB_30371,CUST_2371,p_ent,2025-11-21,,active_plan
SUB_30372,CUST_2372,P_PRO ,2025-10-26,,active
SUB_30373,CUST_2373,p_basic,2025-12-24,,ACT
SUB_30374,CUST_2374,p_pro,2025-05-06,,active
SUB_30375,CUST_2375,p_basic,2025-06-08,2025-12-19,churned
SUB_30376,CUST_2376,p_basic,2025-03-30,,active_plan
SUB_30377,CUST_2377,p_basic,2025-12-24,,active_plan
SUB_30378,CUST_2378,p_basic,2025-02-16,,ACT
SUB_30379,CUST_2379,p_ent,2025-01-15,,active_plan
SUB_30380,CUST_2380,P_PRO ,2025-01-12,,ACT
SUB_30381,CUST_2381,p_pro,2025-02-18,,ACT
SUB_30382,CUST_2382,p_basic,2025-08-06,2025-11-20,canceled
SUB_30383,CUST_2383,p_pro,2025-06-09,,ACT
SUB_30384,CUST_2384,P_PRO ,2025-04-17,2025-06-20,churned
SUB_30385,CUST_2385,p_basic,2025-07-16,,active
SUB_30386,CUST_2386,p_ent,2025-09-20,2026-02-24,cancelled
SUB_30387,CUST_2387,P_PRO ,2025-11-01,2026-06-15,churned
SUB_30388,CUST_2388,p_ent,2025-10-11,,active_plan
SUB_30389,CUST_2389,P_PRO ,2025-02-09,,active_plan
SUB_30390,CUST_2390,p_pro,2025-08-15,2026-03-04,canceled
SUB_30391,CUST_2391,p_basic,2025-07-16,,active_plan
SUB_30392,CUST_2392,p_ent,2025-07-30,,active_plan
SUB_30393,CUST_2393,p_ent,2025-11-03,,active_plan
SUB_30394,CUST_2394,p_basic,2025-02-04,,ACT
SUB_30395,CUST_2395,P_PRO ,2025-10-04,,active
SUB_30396,CUST_2396,P_PRO ,2025-08-02,,ACT
SUB_30397,CUST_2397,P_PRO ,2025-03-08,,active_plan
SUB_30398,CUST_2398,p_basic,2025-04-27,,active_plan
SUB_30399,CUST_2399,p_ent,2025-05-21,,active_plan
SUB_30400,CUST_2400,p_ent,2025-05-17,,active_plan
SUB_30401,CUST_2401,p_pro,2025-06-01,2025-08-19,cancelled
SUB_30402,CUST_2402,P_PRO ,2025-11-21,,ACT
SUB_30403,CUST_2403,p_ent,2025-07-11,,active
SUB_30404,CUST_2404,P_PRO ,2025-06-20,2026-02-01,canceled
SUB_30405,CUST_2405,p_ent,2025-11-05,,ACT
SUB_30406,CUST_2406,P_PRO ,2025-01-13,2025-03-03,cancelled
SUB_30407,CUST_2407,p_ent,2025-01-07,,active
SUB_30408,CUST_2408,p_pro,2025-09-10,,active_plan
SUB_30409,CUST_2409,p_basic,2025-08-22,,active
SUB_30410,CUST_2410,P_PRO ,2025-09-23,,ACT
SUB_30411,CUST_2411,p_pro,2026-01-01,,active_plan
SUB_30412,CUST_2412,p_basic,2025-08-01,,active_plan
SUB_30413,CUST_2413,P_PRO ,2025-07-02,,active
SUB_30414,CUST_2414,p_ent,2025-10-04,2026-04-07,canceled
SUB_30415,CUST_2415,p_pro,2025-01-09,,active_plan
SUB_30416,CUST_2416,P_PRO ,2025-02-03,,ACT
SUB_30417,CUST_2417,p_basic,2025-12-30,,active_plan
SUB_30418,CUST_2418,P_PRO ,2025-08-20,,active_plan
SUB_30419,CUST_2419,P_PRO ,2025-04-04,,active_plan
SUB_30420,CUST_2420,p_ent,2025-08-18,2025-10-17,churned
SUB_30421,CUST_2421,P_PRO ,2025-01-29,,active
