customer_id,signup_date,country,industry,company_size,segment
CUST_2092,2025-02-05,US,Logistics,11-50,ENT
CUST_2093,2025-12-20,US,E-commerce,201-500,Enterprise
CUST_2094,2025-04-06,,,unknown,small business
CUST_2095,2025-05-13,usa,Finance,11-50,ENT
CUST_2096,2025-02-08,,SaaS,51-200,SMB
CUST_2097,2025-04-03,UK,Healthcare,51-200,Mid-Market
CUST_2098,2025-01-23,Canada,Healthcare,201-500,small business
CUST_2099,2025-04-09,US,Logistics,unknown,mid
CUST_2100,2025-09-14,Canada,Logistics,11-50,ENT
CUST_2101,2025-07-02,United States,SaaS,500+,small business
CUST_2102,2025-05-05,usa,Logistics,unknown,ENT
CUST_2103,2025-02-02,US,SaaS,1-10,Mid-Market
CUST_2104,2025-04-19,,Healthcare,500+,Enterprise
CUST_2105,2025-11-25,usa,SaaS,201-500,SMB
CUST_2106,2025-09-30,usa,E-commerce,51-200,Enterprise
CUST_2107,2025-06-21,usa,SaaS,201-500,mid
CUST_2108,2025-03-31,,Healthcare,51-200,ENT
CUST_2109,2025-04-08,Canada,Finance,1-10,SMB
CUST_2110,2025-11-21,united kingdom,SaaS,unknown,small business
CUST_2111,2025-03-05,CA,Logistics,500+,Mid-Market
CUST_2112,2025-09-24,,E-commerce,51-200,small business
CUST_2113,2025-07-29,,Healthcare,unknown,Mid-Market
CUST_2114,2025-01-21,Canada,E-commerce,500+,mid
CUST_2115,2025-11-16,,,500+,ENT
CUST_2116,2025-03-12,CA,SaaS,51-200,SMB
CUST_2117,2025-11-13,,SaaS,11-50,Enterprise
CUST_2118,2025-04-28,UK,SaaS,11-50,Enterprise
CUST_2119,2025-02-21,united kingdom,SaaS,500+,mid
CUST_2120,2025-08-08,CA,Finance,500+,ENT
CUST_2121,2025-07-22,CA,SaaS,1-10,ENT
CUST_2122,2025-08-20,,,unknown,ENT
CUST_2123,2025-02-18,,Healthcare,201-500,Mid-Market
CUST_2124,2025-03-01,US,E-commerce,unknown,small business
 CUST_2125 ,2025-06-17,,,51-200,small business
CUST_2126,2025-11-22,CA,E-commerce,201-500,Mid-Market
 CUST_2127 ,2025-05-04,UK,,1-10,ENT
CUST_2128,2025-04-04,united kingdom,SaaS,1-10,small business
CUST_2129,2025-07-07,,SaaS,500+,ENT
CUST_2130,2025-12-29,,,11-50,Enterprise
CUST_2131,2025-09-22,usa,Healthcare,51-200,small business
CUST_2132,2025-06-03,UK,Logistics,unknown,small business
CUST_2133,2025-08-13,usa,Logistics,201-500,ENT
CUST_2134,2025-07-12,,Healthcare,1-10,SMB
CUST_2135,2025-02-17,CA,Finance,11-50,Enterprise
CUST_2136,2025-08-30,UK,E-commerce,unknown,ENT
CUST_2137,2025-10-25,Canada,SaaS,500+,mid
CUST_2138,2025-07-29,Canada,SaaS,1-10,ENT
CUST_2139,2025-02-15,US,E-commerce,51-200,Mid-Market
CUST_2140,2025-04-27,,Healthcare,51-200,Mid-Market
CUST_2141,2025-03-09,CA,SaaS,11-50,Enterprise
 CUST_2142 ,2025-08-01,CA,Finance,unknown,ENT
CUST_2143,2025-06-29,,,500+,Mid-Market
CUST_2144,2025-03-24,usa,Logistics,500+,Enterprise
CUST_2145,2025-11-10,Canada,,51-200,Mid-Market
CUST_2146,2025-05-10,,Healthcare,51-200,Enterprise
CUST_2147,2025-04-29,CA,,1-10,Enterprise
CUST_2148,2025-10-09,US,E-commerce,11-50,small business
CUST_2149,2025-11-30,,Healthcare,500+,small business
CUST_2150,2025-12-19,united kingdom,,201-500,small business
CUST_2151,2025-09-25,Canada,SaaS,unknown,mid
CUST_2152,2025-08-21,,Healthcare,11-50,Enterprise
CUST_2153,2025-03-10,United States,,11-50,small business
CUST_2154,2025-08-17,US,,1-10,Mid-Market
CUST_2155,2025-02-06,United States,Healthcare,51-200,Enterprise
CUST_2156,2025-09-01,United States,E-commerce,11-50,small business
CUST_2157,2025-08-27,United States,,11-50,mid
CUST_2158,2025-10-14,,Logistics,1-10,Mid-Market
CUST_2159,2025-08-12,Canada,Logistics,1-10,mid
CUST_2160,2025-08-30,CA,Healthcare,51-200,small business
CUST_2161,2025-05-01,US,E-commerce,1-10,SMB
CUST_2162,2025-08-12,united kingdom,SaaS,1-10,small business
CUST_2163,2025-01-14,usa,E-commerce,unknown,mid
CUST_2164,2025-03-12,United States,Healthcare,11-50,ENT
CUST_2165,2025-05-28,UK,SaaS,11-50,Enterprise
CUST_2166,2025-06-16,CA,,201-500,mid
CUST_2167,2025-04-19,UK,SaaS,unknown,ENT
CUST_2168,2025-07-02,,Logistics,201-500,SMB
CUST_2169,2025-01-10,UK,,11-50,SMB
CUST_2170,2025-04-15,Canada,,unknown,Enterprise
CUST_2171,2025-12-09,usa,Healthcare,11-50,ENT
CUST_2172,2025-03-10,CA,Finance,500+,small business
CUST_2173,2025-12-07,united kingdom,SaaS,unknown,Mid-Market
CUST_2174,2025-05-27,,Logistics,201-500,Mid-Market
CUST_2175,2025-08-26,,Healthcare,1-10,small business
CUST_2176,2025-07-05,Canada,E-commerce,201-500,Enterprise
CUST_2177,2025-03-31,US,,unknown,Enterprise
CUST_2178,2025-10-15,united kingdom,,1-10,mid
CUST_2179,2025-08-01,,Logistics,500+,SMB
CUST_2180,2025-12-12,united kingdom,Finance,1-10,Enterprise
 CUST_2181 ,2025-06-05,,E-commerce,500+,SMB
CUST_2182,2025-08-29,,Logistics,201-500,Enterprise
 CUST_2183 ,2025-08-11,Canada,Healthcare,1-10,SMB
CUST_2184,2025-10-29,United States,Logistics,51-200,SMB
CUST_2185,2025-08-20,usa,Logistics,500+,SMB
CUST_2186,2025-06-26,Canada,,11-50,Mid-Market
CUST_2187,2025-11-04,UK,SaaS,unknown,mid
CUST_2188,2025-06-24,CA,Healthcare,500+,Mid-Market
CUST_2189,2025-10-31,,Healthcare,500+,small business
CUST_2190,2025-08-20,usa,Logistics,201-500,Enterprise
CUST_2191,2025-12-02,,Finance,201-500,small business
CUST_2192,2025-01-01,US,Logistics,201-500,small business
CUST_2193,2025-08-17,,SaaS,51-200,mid
CUST_2194,2025-12-26,US,SaaS,500+,Enterprise
CUST_2195,2025-09-29,,Finance,500+,Mid-Market
CUST_2196,2025-10-23,usa,Logistics,11-50,mid
CUST_2197,2025-05-23,usa,Finance,201-500,mid
CUST_2198,2025-05-31,UK,Healthcare,1-10,Mid-Market
CUST_2199,2025-09-28,United States,Logistics,51-200,Mid-Market
CUST_2200,2025-05-01,United States,Finance,11-50,ENT
CUST_2201,2025-03-27,,Finance,201-500,Enterprise
CUST_2202,2025-01-10,Canada,,201-500,Enterprise
CUST_2203,2025-08-16,US,Healthcare,unknown,ENT
CUST_2204,2025-04-21,US,SaaS,1-10,small business
CUST_2205,2025-04-15,united kingdom,Healthcare,1-10,Mid-Market
CUST_2206,2025-02-04,US,E-commerce,51-200,SMB
CUST_2207,2025-11-07,,Healthcare,500+,ENT
CUST_2208,2025-01-26,,Healthcare,201-500,SMB
CUST_2209,2025-11-05,UK,Logistics,201-500,mid
CUST_2210,2025-04-04,US,Finance,201-500,mid
CUST_2211,2025-05-30,,,500+,small business
CUST_2212,2025-07-29,United States,Logistics,11-50,Enterprise
CUST_2213,2025-09-22,CA,SaaS,unknown,ENT
CUST_2214,2025-03-21,usa,Finance,51-200,SMB
CUST_2215,2025-06-26,United States,Logistics,500+,small business
CUST_2216,2025-08-06,,,11-50,ENT
CUST_2217,2025-01-20,United States,E-commerce,500+,SMB
CUST_2218,2025-10-20,CA,Finance,unknown,mid
CUST_2219,2025-03-19,Canada,Logistics,51-200,SMB
CUST_2220,2025-06-13,US,,51-200,small business
CUST_2221,2025-10-29,UK,SaaS,500+,ENT
CUST_2222,2025-12-01,United States,SaaS,unknown,Enterprise
 CUST_2223 ,2025-06-28,US,SaaS,unknown,small business
CUST_2224,2025-01-27,usa,Healthcare,unknown,mid
CUST_2225,2025-11-04,United States,Logistics,500+,ENT
CUST_2226,2025-01-10,usa,Healthcare,1-10,Enterprise
CUST_2227,2025-10-06,United States,E-commerce,51-200,SMB
CUST_2228,2025-12-16,united kingdom,Healthcare,201-500,ENT
CUST_2229,2025-08-12,,Logistics,1-10,SMB
CUST_2230,2025-12-14,Canada,E-commerce,1-10,mid
CUST_2231,2025-01-10,,E-commerce,unknown,Mid-Market
CUST_2232,2025-06-19,CA,E-commerce,51-200,Mid-Market
CUST_2233,2025-05-10,usa,Logistics,500+,SMB
CUST_2234,2025-11-08,united kingdom,,201-500,small business
CUST_2235,2025-03-07,Canada,Healthcare,1-10,small business
CUST_2236,2025-11-23,Canada,,500+,mid
CUST_2237,2025-07-21,,SaaS,500+,Enterprise
CUST_2238,2025-01-05,united kingdom,SaaS,201-500,small business
CUST_2239,2025-06-30,united kingdom,Finance,unknown,Enterprise
CUST_2240,2025-12-08,united kingdom,Healthcare,201-500,ENT
CUST_2241,2025-05-21,,E-commerce,unknown,mid
CUST_2242,2025-02-23,united kingdom,,1-10,Enterprise
CUST_2243,2025-02-13,,SaaS,201-500,small business
CUST_2244,2025-12-17,,Logistics,51-200,ENT
CUST_2245,2025-08-20,,SaaS,51-200,mid
CUST_2246,2025-02-16,US,E-commerce,500+,mid
CUST_2247,2025-10-16,Canada,Healthcare,500+,Enterprise
CUST_2248,2025-03-11,US,Finance,11-50,small business
CUST_2249,2025-05-18,CA,E-commerce,11-50,mid
CUST_2250,2025-09-10,Canada,Finance,500+,SMB
CUST_2251,2025-08-08,usa,Healthcare,201-500,SMB
CUST_2252,2025-04-21,Canada,,500+,ENT
CUST_2253,2025-11-15,UK,SaaS,51-200,SMB
CUST_2254,2025-02-02,usa,SaaS,unknown,small business
CUST_2255,2025-01-20,CA,Finance,unknown,SMB
CUST_2256,2025-02-22,UK,Logistics,201-500,Mid-Market
CUST_2257,2025-03-30,usa,Finance,51-200,small business
CUST_2258,2025-09-08,,Finance,500+,mid
CUST_2259,2025-06-12,United States,Finance,1-10,ENT
CUST_2260,2025-01-05,usa,E-commerce,201-500,SMB
CUST_2261,2025-09-06,Canada,,1-10,SMB
CUST_2262,2025-11-12,CA,,1-10,Mid-Market
CUST_2263,2025-09-27,,Healthcare,201-500,SMB
CUST_2264,2025-02-16,United States,Finance,11-50,Enterprise
CUST_2265,2025-01-23,united kingdom,SaaS,201-500,SMB
CUST_2266,2025-10-30,Canada,Finance,201-500,ENT
CUST_2267,2025-08-26,united kingdom,SaaS,201-500,Enterprise
CUST_2268,2025-10-27,united kingdom,Healthcare,unknown,Enterprise
CUST_2269,2025-09-06,,E-commerce,51-200,SMB
CUST_2270,2025-05-06,united kingdom,Logistics,201-500,Mid-Market
CUST_2271,2025-10-13,united kingdom,Healthcare,unknown,ENT
CUST_2272,2025-11-03,United States,SaaS,500+,Mid-Market
CUST_2273,2025-03-16,united kingdom,Finance,500+,small business
 CUST_2274 ,2025-04-04,UK,Logistics,500+,Mid-Market
CUST_2275,2025-12-05,usa,,51-200,mid
CUST_2276,2025-02-08,,Logistics,201-500,ENT
CUST_2277,2025-03-06,Canada,E-commerce,unknown,mid
CUST_2278,2025-10-05,CA,SaaS,1-10,Mid-Market
CUST_2279,2025-06-20,Canada,SaaS,201-500,SMB
CUST_2280,2025-04-16,,Finance,500+,SMB
CUST_2281,2025-03-02,united kingdom,Logistics,500+,SMB
CUST_2282,2025-11-15,Canada,E-commerce,51-200,mid
CUST_2283,2025-03-23,united kingdom,Finance,11-50,small business
 CUST_2284 ,2025-03-05,UK,Healthcare,1-10,ENT
CUST_2285,2025-08-27,,E-commerce,1-10,ENT
CUST_2286,2025-10-26,,,500+,SMB
CUST_2287,2025-11-22,usa,E-commerce,11-50,SMB
CUST_2288,2025-10-03,usa,Finance,1-10,Enterprise
CUST_2289,2025-06-02,CA,Finance,11-50,mid
CUST_2290,2025-04-01,,,1-10,Mid-Market
CUST_2291,2025-06-17,Canada,Logistics,unknown,mid
CUST_2292,2025-04-17,US,E-commerce,51-200,small business
CUST_2293,2025-07-13,,Healthcare,500+,mid
CUST_2294,2025-05-03,usa,E-commerce,500+,mid
CUST_2295,2025-07-13,,,unknown,small business
CUST_2296,2025-01-25,united kingdom,Finance,11-50,mid
CUST_2297,2025-05-04,,Logistics,500+,small business
CUST_2298,2025-01-10,United States,,51-200,SMB
CUST_2299,2025-11-23,UK,E-commerce,201-500,SMB
CUST_2300,2025-04-04,usa,Finance,51-200,Enterprise
CUST_2301,2025-03-05,united kingdom,Logistics,11-50,small business
CUST_2302,2025-11-05,usa,SaaS,500+,Enterprise
CUST_2303,2025-03-09,,Finance,unknown,small business
CUST_2304,2025-05-09,Canada,Healthcare,11-50,small business
CUST_2305,2025-06-30,united kingdom,,1-10,mid
CUST_2306,2025-04-05,,SaaS,11-50,small business
CUST_2307,2025-12-13,Canada,E-commerce,1-10,ENT
CUST_2308,2025-12-12,united kingdom,Logistics,1-10,Enterprise
CUST_2309,2025-09-06,UK,,51-200,mid
CUST_2310,2025-08-18,US,SaaS,11-50,Mid-Market
CUST_2311,2025-09-24,usa,Healthcare,51-200,SMB
CUST_2312,2025-08-18,CA,Finance,201-500,Mid-Market
CUST_2313,2025-11-11,United States,,1-10,SMB
CUST_2314,2025-12-10,CA,Finance,11-50,ENT
CUST_2315,2025-05-09,,Finance,1-10,Mid-Market
CUST_2316,2025-09-30,Canada,Finance,51-200,mid
CUST_2317,2025-04-18,CA,,51-200,Enterprise
CUST_2318,2025-06-29,UK,Finance,51-200,ENT
CUST_2319,2025-06-22,,,201-500,ENT
CUST_2320,2025-04-09,Canada,SaaS,11-50,Enterprise
CUST_2321,2025-03-17,,,500+,Mid-Market
CUST_2322,2025-10-04,,Finance,unknown,ENT
CUST_2323,2025-10-01,US,E-commerce,201-500,ENT
 CUST_2324 ,2025-01-11,US,E-commerce,11-50,ENT
CUST_2325,2025-08-02,usa,,unknown,Mid-Market
CUST_2326,2025-09-30,united kingdom,Finance,11-50,mid
CUST_2327,2025-11-22,UK,SaaS,11-50,mid
CUST_2328,2025-11-17,US,Finance,1-10,ENT
CUST_2329,2025-07-22,,SaaS,11-50,mid
CUST_2330,2025-11-29,United States,Healthcare,unknown,Enterprise
CUST_2331,2025-10-15,united kingdom,E-commerce,51-200,mid
CUST_2332,2025-05-17,,E-commerce,11-50,SMB
CUST_2333,2025-03-29,Canada,Healthcare,500+,Enterprise
CUST_2334,2025-09-14,,SaaS,51-200,ENT
CUST_2335,2025-06-22,Canada,Logistics,1-10,small business
CUST_2336,2025-05-12,United States,Finance,201-500,small business
CUST_2337,2025-05-31,UK,SaaS,500+,mid
CUST_2338,2025-06-06,,Finance,51-200,ENT
CUST_2339,2025-11-23,united kingdom,,1-10,ENT
 CUST_2340 ,2025-08-17,,SaaS,unknown,SMB
CUST_2341,2025-11-05,,Logistics,201-500,ENT
CUST_2342,2025-03-19,usa,Finance,unknown,ENT
CUST_2343,2025-12-11,US,Logistics,11-50,small business
CUST_2344,2025-08-30,Canada,Healthcare,51-200,Enterprise
CUST_2345,2025-09-06,US,,51-200,small business
CUST_2346,2025-03-19,united kingdom,E-commerce,51-200,mid
CUST_2347,2025-09-17,usa,Logistics,11-50,Mid-Market
CUST_2348,2025-02-05,CA,Finance,11-50,mid
CUST_2349,2025-12-10,Canada,E-commerce,500+,ENT
 CUST_2350 ,2025-11-10,,Finance,1-10,SMB
CUST_2351,2025-04-16,US,,51-200,ENT
CUST_2352,2025-08-27,US,E-commerce,1-10,SMB
CUST_2353,2025-08-06,usa,E-commerce,1-10,small business
CUST_2354,2025-05-13,United States,E-commerce,11-50,small business
 CUST_2355 ,2025-07-11,,Finance,11-50,SMB
CUST_2356,2025-12-18,,E-commerce,201-500,ENT
CUST_2357,2025-04-17,usa,E-commerce,unknown,mid
CUST_2358,2025-08-23,usa,SaaS,201-500,small business
CUST_2359,2025-10-15,usa,Finance,11-50,SMB
CUST_2360,2025-12-11,UK,Finance,1-10,Mid-Market
 CUST_2361 ,2025-07-09,UK,Finance,1-10,Mid-Market
CUST_2362,2025-12-23,UK,E-commerce,1-10,mid
CUST_2363,2025-05-08,Canada,SaaS,11-50,Enterprise
CUST_2364,2025-01-13,US,Finance,11-50,mid
CUST_2365,2025-08-05,,,1-10,small business
CUST_2366,2025-09-27,,E-commerce,1-10,Mid-Market
CUST_2367,2025-07-18,United States,Logistics,unknown,Enterprise
CUST_2368,2025-03-24,,Finance,unknown,small business
CUST_2369,2025-10-02,US,Healthcare,201-500,ENT
CUST_2370,2025-02-10,,E-commerce,1-10,Mid-Market
CUST_2371,2025-11-21,usa,Healthcare,500+,Enterprise
CUST_2372,2025-10-26,united kingdom,E-commerce,1-10,ENT
CUST_2373,2025-12-22,Canada,SaaS,51-200,Enterprise
CUST_2374,2025-05-06,US,E-commerce,201-500,small business
CUST_2375,2025-06-07,usa,E-commerce,201-500,mid
CUST_2376,2025-03-30,,Healthcare,51-200,Enterprise
CUST_2377,2025-12-22,united kingdom,Logistics,unknown,SMB
CUST_2378,2025-02-15,usa,E-commerce,unknown,ENT
CUST_2379,2025-01-13,CA,SaaS,11-50,ENT
CUST_2380,2025-01-12,CA,Healthcare,500+,small business
CUST_2381,2025-02-17,United States,Finance,500+,ENT
CUST_2382,2025-08-05,United States,,unknown,Mid-Market
CUST_2383,2025-06-08,United States,Finance,unknown,Mid-Market
CUST_2384,2025-04-16,United States,Logistics,11-50,mid
CUST_2385,2025-07-15,US,,500+,ENT
CUST_2386,2025-09-20,US,E-commerce,1-10,ENT
CUST_2387,2025-11-01,,Logistics,unknown,Enterprise
CUST_2388,2025-10-10,united kingdom,Finance,51-200,SMB
CUST_2389,2025-02-08,,Finance,1-10,small business
CUST_2390,2025-08-15,United States,SaaS,11-50,mid
CUST_2391,2025-07-16,CA,,11-50,ENT
CUST_2392,2025-07-28,United States,E-commerce,201-500,ENT
 CUST_2393 ,2025-11-02,,Healthcare,1-10,ENT
CUST_2394,2025-02-04,CA,,1-10,small business
CUST_2395,2025-10-04,,SaaS,201-500,SMB
CUST_2396,2025-08-02,US,Healthcare,11-50,small business
CUST_2397,2025-03-06,CA,Logistics,51-200,small business
CUST_2398,2025-04-27,United States,E-commerce,51-200,mid
CUST_2399,2025-05-21,Canada,Finance,1-10,small business
CUST_2400,2025-05-16,Canada,Finance,1-10,ENT
CUST_2401,2025-05-30,US,E-commerce,11-50,ENT
CUST_2402,2025-11-20,usa,,unknown,mid
 CUST_2403 ,2025-07-10,usa,Healthcare,51-200,small business
CUST_2404,2025-06-20,Canada,Finance,201-500,Mid-Market
CUST_2405,2025-11-05,US,Logistics,500+,ENT
CUST_2406,2025-01-13,,Finance,1-10,Mid-Market
CUST_2407,2025-01-05,usa,E-commerce,1-10,SMB
CUST_2408,2025-09-08,US,Healthcare,11-50,Mid-Market
 CUST_2409 ,2025-08-20,usa,SaaS,11-50,SMB
CUST_2410,2025-09-23,usa,Finance,51-200,Enterprise
CUST_2411,2025-12-31,united kingdom,Finance,500+,small business
CUST_2412,2025-07-30,US,Logistics,11-50,small business
CUST_2413,2025-07-01,CA,,unknown,SMB
CUST_2414,2025-10-04,Canada,Healthcare,unknown,SMB
CUST_2415,2025-01-08,United States,Healthcare,11-50,small business
CUST_2416,2025-02-02,,,unknown,mid
CUST_2417,2025-12-30,,E-commerce,201-500,mid
 CUST_2418 ,2025-08-18,US,SaaS,51-200,small business
CUST_2419,2025-04-02,CA,Logistics,unknown,Mid-Market
CUST_2420,2025-08-18,United States,SaaS,11-50,mid
CUST_2421,2025-01-28,usa,,unknown,small business
CUST_2422,2025-10-01,,SaaS,51-200,ENT
CUST_2423,2025-09-14,CA,E-commerce,1-10,Mid-Market
CUST_2424,2025-12-13,,Finance,11-50,Enterprise
CUST_2425,2025-10-29,US,,51-200,Mid-Market
 CUST_2426 ,2025-05-26,CA,SaaS,201-500,SMB
CUST_2427,2025-03-05,US,SaaS,201-500,Mid-Market
CUST_2428,2025-09-06,UK,Healthcare,500+,mid
CUST_2429,2025-05-08,United States,E-commerce,500+,mid
CUST_2430,2025-09-29,US,Logistics,500+,mid
CUST_2431,2025-09-12,united kingdom,E-commerce,500+,Mid-Market
CUST_2432,2025-04-07,US,Healthcare,201-500,small business
 CUST_2433 ,2025-05-18,CA,Logistics,11-50,small business
CUST_2434,2025-10-17,CA,,1-10,mid
CUST_2435,2025-03-17,,Logistics,201-500,Mid-Market
 CUST_2436 ,2025-07-03,united kingdom,Logistics,1-10,mid
CUST_2437,2025-12-17,United States,Finance,unknown,small business
CUST_2438,2025-12-14,United States,Healthcare,1-10,Enterprise
CUST_2439,2025-04-20,,E-commerce,500+,Mid-Market
CUST_2440,2025-12-14,,Finance,1-10,SMB
 CUST_2441 ,2025-04-20,,Logistics,201-500,mid
CUST_2442,2025-04-13,US,Healthcare,500+,small business
CUST_2443,2025-08-24,US,E-commerce,1-10,SMB
CUST_2444,2025-02-04,CA,Logistics,11-50,Enterprise
CUST_2445,2025-01-04,united kingdom,Healthcare,201-500,Enterprise
CUST_2446,2025-02-11,CA,,11-50,Mid-Market
CUST_2447,2025-04-30,UK,Finance,201-500,mid
CUST_2448,2025-12-24,CA,SaaS,11-50,small business
CUST_2449,2025-09-02,usa,E-commerce,unknown,mid
CUST_2450,2025-05-17,,Logistics,11-50,SMB
CUST_2451,2025-10-18,Canada,Healthcare,51-200,Mid-Market
CUST_2452,2025-08-29,CA,E-commerce,11-50,ENT
CUST_2453,2025-05-31,United States,Finance,500+,Enterprise
CUST_2454,2025-10-04,UK,Healthcare,11-50,SMB
CUST_2455,2025-05-19,CA,,201-500,Enterprise
CUST_2456,2025-07-05,United States,Healthcare,201-500,SMB
CUST_2457,2025-09-19,UK,Finance,11-50,Enterprise
CUST_2458,2025-08-03,,Finance,51-200,ENT
 CUST_2459 ,2025-10-14,United States,,unknown,Enterprise
CUST_2460,2025-02-07,United States,Finance,201-500,Mid-Market
CUST_2461,2025-06-18,CA,SaaS,201-500,Enterprise
CUST_2462,2025-09-29,,Finance,201-500,ENT
CUST_2463,2025-10-17,united kingdom,SaaS,11-50,mid
CUST_2464,2025-04-10,US,,201-500,ENT
CUST_2465,2025-05-17,US,Finance,1-10,Mid-Market
CUST_2466,2025-08-08,united kingdom,E-commerce,1-10,Enterprise
CUST_2467,2025-03-10,Canada,,500+,Mid-Market
CUST_2468,2025-11-07,US,Finance,201-500,ENT
